"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-04-04",,,"0.00",,,"42","44","39"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-04-05",,,"0.00",,,"42","47","36"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-04-06",,,"0.00",,,"39","44","34"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-04-07",,,"0.02",,,"46","56","36"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-04-08",,,"0.59",,,"54","65","43"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-04-09",,,"0.84",,,"46","51","41"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-04-10",,,"0.00",,,"42","45","38"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-04-11",,,"0.00",,,"41","49","33"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-04-12",,,"0.00",,,"51","60","42"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-04-13",,,"0.00",,,"61","73","49"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-04-14",,,"0.28",,,"57","64","50"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-04-15",,,"0.01",,,"49","54","44"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-04-16",,,"1.79",,,"62","71","52"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-04-17",,,"0.06",,,"47","51","42"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-04-18",,,"0.00",,,"47","54","40"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-04-19",,,"0.50",,,"48","53","43"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-04-20",,,"0.09",,,"49","55","43"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-04-21",,,"0.00",,,"54","62","46"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-04-22",,,"0.00",,,"51","55","47"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-04-23",,,"0.00",,,"50","56","44"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-04-24",,,"0.00",,,"56","65","46"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-04-25",,,"0.05",,,"49","55","43"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-04-26",,,"1.27",,,"47","51","43"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-04-27",,,"0.00",,,"42","45","39"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-04-28",,,"0.00",,,"44","51","37"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-04-29",,,"0.01",,,"53","61","45"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-04-30",,,"0.12",,,"61","66","56"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-05-01",,,"0.11",,,"61","68","54"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-05-02",,,"0.24",,,"55","58","52"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-05-03",,,"0.12",,,"55","57","52"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-05-04",,,"0.13",,,"55","59","50"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-05-05",,,"0.01",,,"55","60","49"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-05-06",,,"0.00",,,"62","69","54"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-05-07",,,"0.17",,,"68","76","59"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-05-08",,,"0.02",,,"58","64","51"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-05-09",,,"0.00",,,"55","59","51"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-05-10",,,"0.00",,,"54","57","50"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-05-11",,,"0.05",,,"54","56","51"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-05-12",,,"0.00",,,"58","65","51"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-05-13",,,"0.00",,,"66","76","55"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-05-14",,,"0.00",,,"69","78","60"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-05-15",,,"0.00",,,"73","79","67"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-05-16",,,"0.00",,,"70","78","61"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-05-17",,,"0.00",,,"64","71","57"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-05-18",,,"0.00",,,"72","80","63"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-05-19",,,"0.00",,,"76","83","68"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-05-20",,,"0.00",,,"70","76","64"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-05-21",,,"0.00",,,"61","66","55"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-05-22",,,"0.00",,,"55","60","50"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-05-23",,,"0.00",,,"58","64","51"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-05-24",,,"0.01",,,"60","70","49"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-05-25",,,"0.00",,,"60","63","57"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-05-26",,,"0.00",,,"62","69","55"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-05-27",,,"0.00",,,"65","74","56"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-05-28",,,"0.00",,,"74","85","63"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-05-29",,,"0.00",,,"73","80","66"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-05-30",,,"0.00",,,"69","76","62"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-05-31",,,"1.12",,,"73","86","59"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-06-01",,,"0.00",,,"59","63","54"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-06-02",,,"0.00",,,"69","83","54"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-06-03",,,"0.00",,,"57","63","50"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-06-04",,,"0.00",,,"56","62","50"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-06-05",,,"0.06",,,"55","60","50"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-06-06",,,"0.04",,,"56","61","50"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-06-07",,,"0.00",,,"57","63","51"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-06-08",,,"0.00",,,"58","66","49"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-06-09",,,"0.02",,,"60","64","56"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-06-10",,,"0.07",,,"63","69","56"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-06-11",,,"0.06",,,"68","76","60"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-06-12",,,"0.74",,,"74","85","62"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-06-13",,,"0.01",,,,,
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-06-14",,,"0.01",,,"65","70","59"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-06-15",,,"0.05",,,"66","72","60"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-06-16",,,"0.02",,,"71","78","63"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-06-17",,,"0.01",,,"70","75","65"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-06-18",,,"0.00",,,"72","77","66"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-06-19",,,"0.87",,,"73","78","68"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-06-20",,,"0.00",,,"75","82","68"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-06-21",,,"0.00",,,"80","89","71"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-06-22",,,"0.00",,,"77","82","72"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-06-23",,,"0.00",,,"76","81","71"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-06-24",,,"0.01",,,"80","89","70"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-06-25",,,"0.00",,,"86","94","78"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-06-26",,,"0.17",,,"78","85","70"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-06-27",,,"0.98",,,"75","81","68"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-06-28",,,"0.01",,,"77","86","68"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-06-29",,,"0.00",,,"78","83","72"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-06-30",,,"0.05",,,"72","76","67"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-07-01",,,"0.00",,,"71","75","66"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-07-02",,,"0.00",,,"70","78","61"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-07-03",,,"0.00",,,"73","82","64"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-07-04",,,"0.02",,,"72","75","68"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-07-05",,,"0.00",,,"69","74","64"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-07-06",,,"0.00",,,"70","81","59"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-07-07",,,"0.34",,,"76","80","71"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-07-08",,,"0.05",,,"74","78","70"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-07-09",,,"0.00",,,"73","77","68"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-07-10",,,"0.00",,,"69","73","65"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-07-11",,,"0.00",,,"68","75","61"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-07-12",,,"0.00",,,"70","78","61"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-07-13",,,"0.00",,,"73","81","65"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-07-14",,,"0.00",,,"76","83","69"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-07-15",,,"0.00",,,"77","82","71"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-07-16",,,"0.11",,,"78","84","72"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-07-17",,,"0.00",,,"74","79","69"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-07-18",,,"0.00",,,"72","81","63"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-07-19",,,"0.01",,,"79","90","67"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-07-20",,,"0.00",,,"80","87","72"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-07-21",,,"0.54",,,"82","93","70"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-07-22",,,"0.14",,,"77","85","69"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-07-23",,,"0.33",,,"75","80","69"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-07-24",,,"0.00",,,"71","76","65"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-07-25",,,"0.00",,,"71","77","64"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-07-26",,,"0.00",,,"69","76","62"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-07-27",,,"0.00",,,"75","84","65"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-07-28",,,"0.00",,,"77","86","67"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-07-29",,,"0.00",,,"76","80","72"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-07-30",,,"0.00",,,"74","79","68"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-07-31",,,"0.00",,,"71","75","66"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-08-01",,,"0.00",,,"71","79","62"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-08-02",,,"0.00",,,"70","80","59"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-08-03",,,"0.00",,,"74","82","65"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-08-04",,,"0.00",,,"76","81","70"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-08-05",,,"0.29",,,"74","77","70"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-08-06",,,"0.01",,,"80","89","70"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-08-07",,,"0.00",,,"81","87","74"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-08-08",,,"0.00",,,"83","93","73"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-08-09",,,"0.95",,,"79","85","72"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-08-10",,,"0.86",,,"76","80","71"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-08-11",,,"0.00",,,"74","78","69"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-08-12",,,"0.00",,,"71","74","67"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-08-13",,,"0.00",,,"70","77","63"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-08-14",,,"0.00",,,"73","78","67"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-08-15",,,"0.00",,,"75","81","68"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-08-16",,,"0.00",,,"75","79","71"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-08-17",,,"0.00",,,"76","82","70"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-08-18",,,"0.28",,,"72","79","65"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-08-19",,,"0.00",,,"65","70","59"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-08-20",,,"0.00",,,"66","76","55"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-08-21",,,"0.00",,,"75","81","69"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-08-22",,,"0.00",,,"73","77","69"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-08-23",,,"0.00",,,"79","90","68"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-08-24",,,"0.11",,,"78","83","72"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-08-25",,,"1.28",,,"72","76","67"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-08-26",,,"0.00",,,"72","75","69"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-08-27",,,"0.00",,,"71","77","65"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-08-28",,,"0.00",,,"71","78","64"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-08-29",,,"0.33",,,"75","82","67"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-08-30",,,"0.00",,,"73","78","67"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-08-31",,,"0.00",,,"71","75","66"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-09-01",,,"0.00",,,"70","76","63"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-09-02",,,"0.01",,,"67","71","63"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-09-03",,,"0.00",,,"66","73","58"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-09-04",,,"0.00",,,"67","74","60"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-09-05",,,"0.00",,,"69","79","59"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-09-06",,,"0.00",,,"80","90","70"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-09-07",,,"0.34",,,"71","79","62"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-09-08",,,"0.00",,,"62","64","60"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-09-09",,,"0.01",,,"63","66","60"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-09-10",,,"0.00",,,"62","70","54"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-09-11",,,"0.00",,,"72","83","60"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-09-12",,,"0.00",,,"74","84","64"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-09-13",,,"0.00",,,"73","79","66"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-09-14",,,"0.00",,,"82","93","70"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-09-15",,,"0.02",,,"78","84","72"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-09-16",,,"0.11",,,"68","72","64"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-09-17",,,"0.00",,,"66","73","58"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-09-18",,,"0.00",,,"66","74","58"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-09-19",,,"0.14",,,"74","80","67"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-09-20",,,"0.00",,,"78","85","70"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-09-21",,,"0.07",,,"71","75","66"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-09-22",,,"0.00",,,"63","67","58"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-09-23",,,"0.00",,,"58","64","52"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-09-24",,,"0.00",,,"60","69","50"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-09-25",,,"0.01",,,"67","73","61"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-09-26",,,"0.00",,,"83","93","72"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-09-27",,,"0.04",,,"74","81","66"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-09-28",,,"0.00",,,"63","68","57"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-09-29",,,"0.00",,,"65","76","53"
"USW00004853","CLEVELAND BURKE LAKEFRONT AIRPORT, OH US","1998-09-30",,,"0.00",,,"67","71","63"
